Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,total_sales_computed,release_year
Jak and Daxter: The Precursor Legacy,PS2,Platform,Sony Computer Entertainment,Naughty Dog,9.0,3.64,2.08,0.15,1.09,0.33,2001-12-04,,3.6500000000000004,2001.0
Pro Evolution Soccer 2008,PS2,Sports,Konami,Konami,8.2,3.63,0.05,0.64,0.0,2.93,2008-03-11,,3.62,2008.0
FIFA Soccer 10,PS3,Sports,EA Sports,EA Canada,9.0,3.63,0.6,0.05,2.46,0.52,2009-10-20,,3.63,2009.0
Guitar Hero: World Tour,Wii,Misc,Activision,Vicarious Visions,8.4,3.62,2.32,0.0,0.96,0.34,2008-10-26,,3.6199999999999997,2008.0
The Simpsons: Road Rage,PS2,Racing,Electronic Arts,Radical Entertainment,6.1,3.61,2.02,0.0,1.17,0.42,2001-11-24,,3.61,2001.0
Star Wars Battlefront,PS2,Shooter,LucasArts,Pandemic Studios,8.1,3.61,1.93,0.03,1.22,0.44,2004-09-20,,3.6199999999999997,2004.0
Doom II,PC,Shooter,GT Interactive,id Software,9.3,3.61,2.05,0.0,1.4,0.16,1994-09-30,,3.61,1994.0
Assassin's Creed Syndicate,PS4,Action,Ubisoft,Ubisoft Quebec,8.6,3.6,0.9,0.08,2.06,0.55,2015-10-23,2018-05-04,3.59,2015.0
Star Wars Battlefront II,PS2,Shooter,LucasArts,Pandemic Studios,8.5,3.59,2.18,0.03,1.02,0.37,2005-11-01,,3.6,2005.0
Assassin's Creed: Unity,XOne,Action,Ubisoft,Ubisoft Montreal,7.3,3.58,2.34,0.0,0.9,0.34,2014-11-11,2018-05-04,3.5799999999999996,2014.0
WWF SmackDown!,PS,Fighting,THQ,Yuke's,7.3,3.58,2.01,0.06,1.35,0.16,2000-03-01,,3.58,2000.0
Cooking Mama 2: Dinner With Friends,DS,Simulation,Majesco,Office Create,6.9,3.58,1.6,0.1,1.49,0.39,2007-11-13,,3.5800000000000005,2007.0
The Getaway,PS2,Action,Sony Computer Entertainment,Team Soho,7.7,3.54,1.23,0.05,1.77,0.49,2003-01-19,,3.54,2003.0
Tomb Raider III: Adventures of Lara Croft,PS,Adventure,Eidos Interactive,Core Design Ltd.,8.2,3.54,1.66,0.12,1.58,0.18,1998-11-21,,3.54,1998.0
Grand Theft Auto: Liberty City Stories,PS2,Action,Rockstar Games,Rockstar Leeds,8.3,3.54,1.56,0.07,1.4,0.5,2006-06-06,,3.5300000000000002,2006.0
Battlefield 4,X360,Shooter,Electronic Arts,EA DICE,8.7,3.54,2.16,0.02,1.05,0.32,2013-10-29,2018-01-04,3.5500000000000003,2013.0
Batman: Arkham Asylum,X360,Action,Eidos Interactive,Rocksteady Studios,9.1,3.54,2.24,0.02,0.95,0.33,2009-08-25,,3.54,2009.0
Resident Evil 5,X360,Action,Capcom,Capcom,8.6,3.53,2.13,0.12,0.93,0.34,2009-03-13,,3.52,2009.0
Assassin's Creed: Brotherhood,X360,Action,Ubisoft,Ubisoft Montreal,9.1,3.53,2.87,0.03,0.39,0.25,2010-11-16,,3.54,2010.0
LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,Traveller's Tales,7.9,3.53,1.98,0.01,1.14,0.41,2005-04-02,,3.54,2005.0
James Bond 007: Agent Under Fire,PS2,Shooter,Electronic Arts,EA Redwood Shores,7.3,3.53,1.9,0.1,1.13,0.41,2001-11-13,,3.54,2001.0
Rugrats in Paris: The Movie,PS,Action,THQ,Avalanche Software,7.3,3.52,1.96,0.0,1.33,0.23,2000-10-29,,3.52,2000.0
FIFA Soccer 11,X360,Sports,EA Sports,EA Canada,8.7,3.52,0.71,0.02,2.39,0.4,2010-09-28,,3.52,2010.0
NBA 2K17,PS4,Sports,2K Sports,Visual Concepts,9.0,3.52,2.28,0.03,0.59,0.63,2016-09-16,2018-03-28,3.5299999999999994,2016.0
Mortal Kombat X,PS4,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,7.3,3.49,1.94,0.0,0.94,0.61,2015-04-14,2018-01-04,3.4899999999999998,2015.0
FIFA Soccer 2004,PS2,Sports,EA Sports,EA Canada,8.0,3.49,0.59,0.04,2.36,0.51,2003-11-04,,3.5,2003.0
Borderlands,X360,Shooter,2K Games,Gearbox Software,8.3,3.48,2.43,0.03,0.72,0.3,2009-10-20,,3.4799999999999995,2009.0
Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,EA Digital Illusions CE,9.0,3.48,2.11,0.04,1.01,0.33,2010-03-02,,3.49,2010.0
Mario & Sonic at the Olympic Winter Games,DS,Sports,Sega,Sega,7.6,3.47,1.21,0.27,1.63,0.37,2009-10-13,,3.48,2009.0
Guitar Hero: On Tour,DS,Misc,Activision,Vicarious Visions,7.1,3.46,2.1,0.01,1.01,0.35,2008-06-22,,3.47,2008.0
Tekken 4,PS2,Fighting,Namco,Namco,7.9,3.44,1.55,0.33,1.27,0.29,2002-09-23,,3.4400000000000004,2002.0
LEGO Batman: The Videogame,X360,Adventure,Warner Bros. Interactive,Traveller's Tales,7.5,3.44,2.07,0.0,1.04,0.34,2008-09-23,,3.4499999999999997,2008.0
Halo: The Master Chief Collection,XOne,Shooter,Microsoft Studios,343 Industries,8.8,3.44,2.06,0.03,1.04,0.31,2014-11-11,2018-03-24,3.44,2014.0
LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,Media Molecule,9.1,3.43,1.83,0.06,1.07,0.47,2011-01-18,,3.4299999999999997,2011.0
FIFA 14,PS4,Sports,EA Sports,EA Canada,7.3,3.43,0.62,0.12,2.18,0.51,2013-11-15,2018-09-15,3.4299999999999997,2013.0
Grand Theft Auto 2,PS,Action,Rockstar Games,DMA Design,6.9,3.42,1.13,0.0,2.07,0.22,1999-10-25,,3.42,1999.0
Destiny,XOne,Shooter,Activision,Bungie,8.3,3.41,2.17,0.0,0.92,0.32,2014-09-09,2018-01-12,3.4099999999999997,2014.0
Spider-Man 2,PS2,Action,Activision,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,2004-06-28,,3.4,2004.0
FIFA Soccer 2003,PS2,Sports,EA Sports,EA Canada,7.3,3.4,0.46,0.05,2.28,0.61,2002-11-14,,3.4,2002.0
Crash Bash,PS,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,3.39,1.56,0.19,1.47,0.17,2000-11-06,,3.3899999999999997,2000.0
Gears of War 4,XOne,Shooter,Microsoft Studios,The Coalition,7.3,3.38,2.17,0.0,0.9,0.32,2016-10-11,2018-01-13,3.3899999999999997,2016.0
The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,2016-10-28,2018-04-01,3.3600000000000003,2016.0
Watch Dogs 2,PS4,Action,Ubisoft,Ubisoft,7.3,3.36,0.98,0.12,1.74,0.52,2016-11-15,,3.36,2016.0
WWF War Zone,PS,Fighting,Acclaim Entertainment,Iguana Entertainment,7.3,3.36,2.47,0.0,0.76,0.13,1998-07-14,,3.3600000000000003,1998.0
Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,2013-10-29,2018-03-22,3.3499999999999996,2013.0
NBA 2K18,PS4,Sports,2K Sports,Visual Concepts,8.1,3.34,2.13,0.04,0.57,0.59,2017-09-19,2018-04-02,3.3299999999999996,2017.0
James Bond 007: Nightfire,PS2,Shooter,Electronic Arts,Eurocom Entertainment Software,7.3,3.33,1.45,0.12,1.29,0.46,2002-11-18,,3.32,2002.0
Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,The Collective,7.3,3.32,1.47,0.03,1.39,0.43,2005-05-04,,3.32,2005.0
Max Payne,PS2,Shooter,Rockstar Games,Remedy Entertainment,8.1,3.31,1.99,0.05,1.05,0.22,2001-12-06,,3.31,2001.0
Madden NFL 16,PS4,Sports,EA Sports,EA Tiburon,8.2,3.3,2.39,0.0,0.31,0.61,2015-08-25,2018-03-31,3.31,2015.0
The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,2003-11-05,,3.29,2003.0
Madden NFL 17,PS4,Sports,EA Sports,EA Tiburon,8.5,3.28,2.3,0.0,0.37,0.6,2016-08-23,2018-04-01,3.27,2016.0
Gran Turismo (PSP),PSP,Racing,Sony Computer Entertainment,Polyphony Digital,7.3,3.27,0.51,0.31,1.59,0.86,2009-10-01,2018-01-03,3.27,2009.0
Far Cry 3,PS3,Shooter,Ubisoft,Ubisoft Montreal,7.3,3.27,0.88,0.1,1.79,0.5,2012-12-04,,3.27,2012.0
True Crime: Streets of LA,PS2,Action,Activision,Luxoflux,7.3,3.27,1.89,0.02,1.05,0.31,2003-11-03,,3.27,2003.0
FIFA 16,XOne,Sports,EA Sports,EA Canada,8.5,3.25,0.92,0.0,2.1,0.24,2015-09-22,2018-04-01,3.26,2015.0
L.A. Noire,PS3,Adventure,Rockstar Games,Team Bondi,9.1,3.21,1.29,0.12,1.31,0.49,2011-11-15,,3.21,2011.0
007: Tomorrow Never Dies,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.2,3.21,1.72,0.0,1.33,0.16,1999-11-16,,3.21,1999.0
WWF SmackDown! 2: Know Your Role,PS,Fighting,THQ,Yuke's,8.7,3.2,1.76,0.07,1.21,0.16,2000-11-21,,3.2,2000.0
Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,2013-11-15,2018-03-14,3.1900000000000004,2013.0
Enter the Matrix,PS2,Action,Atari,Shiny Entertainment,7.3,3.18,1.78,0.09,1.12,0.19,2003-05-14,,3.18,2003.0
Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,2018-10-05,2018-11-17,3.1799999999999997,2018.0
Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,Obsidian Entertainment,8.2,3.17,1.54,0.1,1.04,0.49,2010-10-19,,3.17,2010.0
FIFA Soccer 08,PS2,Sports,EA Sports,EA Canada,7.3,3.14,0.68,0.0,0.0,2.46,2007-10-09,,3.14,2007.0
Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,1st Playable Productions,7.0,3.14,1.87,0.0,0.97,0.3,2008-11-25,,3.1399999999999997,2008.0
FIFA 18,XOne,Sports,EA Sports,EA Vancouver,8.0,3.14,0.98,0.0,1.92,0.23,2017-09-29,2018-04-02,3.13,2017.0
Spider-Man,PS,Action,Activision,Neversoft Entertainment,7.3,3.13,1.7,0.02,1.25,0.16,2000-08-30,,3.13,2000.0
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,2007-03-20,,3.13,2007.0
Resident Evil 6,PS3,Action,Capcom,Capcom,7.3,3.12,0.88,0.88,0.97,0.39,2012-10-02,,3.12,2012.0
Need for Speed III: Hot Pursuit,PS,Racing,Electronic Arts,EA Canada,7.3,3.12,2.14,0.0,0.86,0.13,1998-03-25,,3.13,1998.0
Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft,Ubisoft Paris,7.0,3.12,1.07,0.22,1.35,0.47,2017-03-07,2018-04-01,3.1100000000000003,2017.0
Titanfall,XOne,Shooter,Electronic Arts,Respawn Entertainment,7.3,3.11,1.88,0.04,0.91,0.28,2014-03-11,2018-01-12,3.1100000000000003,2014.0
NBA 2K13,X360,Sports,2K Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,2012-10-02,2018-01-04,3.12,2012.0
Mass Effect 2,X360,Role-Playing,Electronic Arts,BioWare Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,2010-01-26,,3.1,2010.0
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive,Traveller's Tales,7.3,3.08,1.8,0.0,0.98,0.29,2008-09-23,,3.0700000000000003,2008.0
Madden NFL 2002,PS2,Sports,EA Sports,EA Sports,7.3,3.08,2.5,0.01,0.16,0.42,2001-08-19,,3.09,2001.0
Saints Row 2,X360,Action,THQ,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,2008-10-14,2018-04-02,3.0700000000000003,2008.0
Call of Duty: Ghosts,XOne,Shooter,Activision,Infinity Ward,7.5,3.07,1.92,0.0,0.86,0.28,2013-11-22,2018-03-21,3.0599999999999996,2013.0
The Sims: Vacation,PC,Simulation,Electronic Arts,Maxis,7.3,3.07,1.72,0.0,1.21,0.14,2002-03-25,,3.07,2002.0
Borderlands 2,X360,Shooter,2K Games,Gearbox Software,7.3,3.06,1.89,0.04,0.88,0.26,2013-01-15,,3.0700000000000003,2013.0
LEGO Batman: The Videogame,DS,Adventure,Warner Bros. Interactive,Traveller's Tales,7.8,3.06,1.75,0.0,1.02,0.29,2008-09-23,,3.06,2008.0
Kung Fu Panda,X360,Platform,Activision,Luxoflux,7.5,3.05,1.91,0.0,0.84,0.29,2008-06-03,,3.04,2008.0
Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,Kojima Productions,7.3,3.04,0.97,0.5,1.15,0.42,2015-09-01,2018-05-04,3.04,2015.0
Mass Effect 3,X360,Role-Playing,Electronic Arts,BioWare,9.5,3.04,1.94,0.03,0.84,0.24,2012-03-06,,3.05,2012.0
Rayman,PS,Platform,Ubisoft,Ubisoft Montpellier,7.0,3.03,1.54,0.0,1.33,0.16,1995-09-01,,3.0300000000000002,1995.0
Tom Clancy's Splinter Cell,XB,Action,Ubisoft,Ubisoft,9.3,3.02,1.85,0.0,1.04,0.13,2002-11-17,,3.02,2002.0
WWE SmackDown! vs. Raw 2006,PS2,Fighting,THQ,Yuke's,8.4,3.0,1.57,0.0,1.02,0.41,2005-11-15,2018-01-04,3.0,2005.0
The Sims: Livin Large,PC,Misc,Electronic Arts,Maxis,7.3,2.99,1.67,0.0,1.18,0.13,2000-08-27,,2.9799999999999995,2000.0
World Soccer Winning Eleven 6 International,PS2,Sports,Konami,Konami Computer Entertainment Tokyo,7.3,2.99,0.12,1.16,1.26,0.45,2003-03-11,,2.99,2003.0
Far Cry 3,X360,Shooter,Ubisoft,Ubisoft Montreal,7.3,2.98,1.38,0.02,1.33,0.25,2012-12-04,2018-02-07,2.98,2012.0
Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,IO Interactive,7.3,2.96,1.36,0.04,1.15,0.41,2002-10-01,,2.96,2002.0
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,EA Digital Illusions CE,8.9,2.96,1.33,0.08,1.11,0.44,2010-03-02,,2.9600000000000004,2010.0
Street Fighter IV,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2009-02-17,,2.9399999999999995,2009.0
WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ,Yuke's,7.3,2.94,1.45,0.04,1.11,0.33,2005-11-14,,2.93,2005.0
Pac-Man Collection,GBA,Puzzle,Namco,Mass Media,7.3,2.94,2.07,0.05,0.77,0.05,2001-07-12,,2.9399999999999995,2001.0
Madden NFL 13,X360,Sports,EA Sports,EA Tiburon,8.0,2.93,2.53,0.0,0.16,0.24,2012-08-28,2018-01-04,2.9299999999999997,2012.0
Doom (2016),PS4,Shooter,Bethesda Softworks,id Software,7.3,2.92,0.93,0.04,1.48,0.46,2016-05-13,,2.91,2016.0
FIFA 15,X360,Sports,EA Sports,EA Canada,6.9,2.91,0.8,0.0,1.9,0.21,2014-09-23,2018-03-23,2.91,2014.0
Mass Effect,X360,Role-Playing,Microsoft Game Studios,BioWare Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,2007-11-20,,2.9200000000000004,2007.0
Mortal Kombat (2011),PS3,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,2.9,1.98,0.0,0.54,0.38,2011-04-19,2018-01-06,2.9,2011.0
Call of Duty: Finest Hour,PS2,Shooter,Activision,Spark Unlimited,7.3,2.89,1.51,0.01,1.12,0.24,2004-11-16,,2.88,2004.0
Cooking Mama: Cook Off,Wii,Simulation,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,2007-03-20,,2.88,2007.0
Sega Superstars Tennis,X360,Sports,Sega,Sumo Digital,6.9,2.89,1.75,0.0,0.86,0.28,2008-03-18,,2.8899999999999997,2008.0
Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,Clap Hanz,7.3,2.89,0.99,1.38,0.32,0.2,2002-03-11,,2.89,2002.0
Imagine: Babyz,DS,Simulation,Ubisoft,Visual Impact,3.5,2.87,1.3,0.0,1.26,0.31,2007-10-23,,2.87,2007.0
Colin McRae Rally,PS,Racing,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,2000-01-31,,2.8600000000000003,2000.0
Mafia III,PS4,Action-Adventure,2K Games,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,2016-10-07,2018-04-02,2.8699999999999997,2016.0
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,2002-06-06,,2.8599999999999994,2002.0
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,2010-11-16,,2.85,2010.0
Madden NFL 10,X360,Sports,EA Sports,EA Tiburon,8.6,2.83,2.52,0.0,0.09,0.22,2009-08-14,,2.83,2009.0
BioShock,X360,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,2007-08-21,,2.83,2007.0
WWE SmackDown! vs. Raw,PS2,Fighting,THQ,Yuke's,7.3,2.83,1.32,0.04,1.08,0.39,2004-11-02,,2.8300000000000005,2004.0
Zumba Fitness 2,Wii,Sports,Majesco,"Pipeworks Software, Inc.",7.3,2.83,1.52,0.0,1.05,0.26,2011-11-15,,2.83,2011.0
Diablo III: Ultimate Evil Edition,PS4,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,7.3,2.82,0.83,0.08,1.48,0.44,2014-08-19,2019-03-25,2.8299999999999996,2014.0
Finding Nemo,GBA,Platform,THQ,Vicarious Visions,7.0,2.82,1.59,0.04,1.05,0.14,2003-05-10,,2.8200000000000003,2003.0
Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,2009-10-01,,2.8099999999999996,2009.0
Medal of Honor,PS3,Shooter,Electronic Arts,EA Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,2010-10-12,,2.8200000000000003,2010.0
Imagine: Fashion Designer,DS,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,3.0,2.81,1.32,0.0,1.19,0.3,2007-10-23,2018-09-17,2.8099999999999996,2007.0
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,2010-11-16,,2.8100000000000005,2010.0
Killzone 3,PS3,Shooter,Sony Computer Entertainment,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,2011-02-22,,2.8,2011.0
NBA Street,PS2,Sports,EA Sports BIG,NuFX,7.3,2.79,2.19,0.0,0.22,0.38,2001-06-18,,2.79,2001.0
Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys for Bob,8.0,2.79,1.35,0.0,1.15,0.3,2011-10-16,,2.8,2011.0
WWF SmackDown! Just Bring It,PS2,Fighting,THQ,Yuke's,7.3,2.79,1.19,0.04,1.15,0.41,2001-11-18,,2.79,2001.0
Mortal Kombat Trilogy,PS,Fighting,Midway Games,Avalanche Software,7.3,2.79,1.98,0.0,0.7,0.11,1996-09-01,,2.7899999999999996,1996.0
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,Camelot Software Planning,7.3,2.79,0.29,2.13,0.2,0.18,1998-05-05,,2.8000000000000003,1998.0
A Bug's Life,PS,Platform,Sony Computer Entertainment,Traveller's Tales,3.6,2.79,1.96,0.0,0.72,0.11,1998-10-31,,2.7899999999999996,1998.0
Star Wars: The Force Unleashed,X360,Action,LucasArts,LucasArts,7.1,2.77,1.74,0.0,0.78,0.26,2008-09-16,,2.7800000000000002,2008.0
Saints Row: The Third,X360,Action,THQ,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,2011-11-15,,2.7699999999999996,2011.0
The Sims,PS2,Simulation,Electronic Arts,Edge of Reality,7.3,2.77,1.41,0.0,1.12,0.24,2003-01-12,,2.7700000000000005,2003.0
Battlefield 3,PC,Shooter,Electronic Arts,Dice,8.9,2.76,0.89,0.0,1.44,0.43,2011-10-25,,2.7600000000000002,2011.0
Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,2012-10-30,2018-12-19,2.74,2012.0
Far Cry: Primal,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,2016-02-23,2018-04-03,2.72,2016.0
L.A. Noire,X360,Adventure,Rockstar Games,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,2011-11-15,,2.7300000000000004,2011.0
Overwatch,XOne,Shooter,Blizzard Entertainment,Blizzard Entertainment,8.7,2.72,1.63,0.0,0.84,0.25,2016-05-24,2018-03-24,2.7199999999999998,2016.0
Need for Speed (2015),PS4,Racing,Electronic Arts,Ghost Games,7.0,2.72,0.59,0.06,1.66,0.41,2015-11-03,2018-04-03,2.7199999999999998,2015.0
Tom Clancy's Rainbow Six: Siege,XOne,Shooter,Ubisoft,Ubisoft Montreal,7.3,2.71,1.62,0.0,0.84,0.25,2015-12-01,2018-01-09,2.71,2015.0
Skate 3,X360,Sports,EA Sports,EA Black Box,8.3,2.71,1.47,0.0,0.99,0.25,2010-05-11,,2.71,2010.0
Madden NFL 13,PS3,Sports,EA Sports,EA Tiburon,8.3,2.71,2.12,0.0,0.24,0.36,2012-08-28,2018-01-04,2.72,2012.0
Madden NFL 12,X360,Sports,EA Sports,EA Tiburon,7.8,2.7,2.43,0.0,0.11,0.16,2011-08-30,,2.7,2011.0
Call of Duty 3,X360,Shooter,Activision,Treyarch,8.0,2.7,1.49,0.02,0.92,0.27,2006-11-07,,2.7,2006.0
LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,Traveller's Tales,8.4,2.69,1.85,0.01,0.64,0.19,2006-09-12,,2.69,2006.0
Madden NFL 11,X360,Sports,EA Sports,EA Tiburon,8.3,2.69,2.38,0.0,0.12,0.19,2010-08-10,,2.69,2010.0
Burnout 3: Takedown,PS2,Racing,Electronic Arts,Criterion Games,9.3,2.68,1.23,0.0,1.11,0.34,2004-09-07,,2.6799999999999997,2004.0
Mortal Kombat,GEN,Fighting,Arena Entertainment,Probe Entertainment Limited,7.3,2.67,1.95,0.0,0.63,0.09,1993-09-13,,2.67,1993.0
Medal of Honor,PS,Shooter,Electronic Arts,DreamWorks Interactive,9.3,2.67,1.44,0.0,1.09,0.14,1999-11-11,,2.6700000000000004,1999.0
Call of Duty 2: Big Red One,PS2,Shooter,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,2005-11-01,,2.67,2005.0
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,2012-01-31,,2.65,2012.0
Medal of Honor Heroes,PSP,Shooter,Electronic Arts,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,2006-10-20,,2.65,2006.0
Guitar Hero: World Tour,X360,Misc,Activision,Neversoft Entertainment,8.6,2.66,1.78,0.0,0.64,0.25,2008-10-26,,2.67,2008.0
WWE SmackDown! Shut Your Mouth,PS2,Fighting,THQ,Yuke's,7.3,2.66,1.32,0.04,1.29,0.0,2002-10-31,,2.6500000000000004,2002.0
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,Ubisoft,7.3,2.65,1.15,0.0,1.11,0.4,2003-04-08,,2.6599999999999997,2003.0
Need for Speed: Shift,PS3,Racing,Electronic Arts,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,2009-09-15,,2.65,2009.0
Hannah Montana,DS,Action,Buena Vista,DC Studios,6.5,2.65,1.59,0.0,0.8,0.26,2006-10-10,,2.6500000000000004,2006.0
Medal of Honor,X360,Shooter,Electronic Arts,EA Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,2010-10-12,,2.64,2010.0
NBA 2K12,X360,Sports,2K Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,2011-10-04,,2.6399999999999997,2011.0
Midnight Club: Street Racing,PS2,Racing,Rockstar Games,Angel Studios,7.3,2.63,2.0,0.02,0.47,0.14,2000-10-25,,2.6300000000000003,2000.0
NBA 2K19,PS4,Sports,2K Sports,Visual Concepts,7.3,2.63,1.69,0.03,0.44,0.47,2018-09-11,2018-09-26,2.63,2018.0
NBA 2K13,PS3,Sports,2K Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,2012-10-02,2018-01-04,2.64,2012.0
FIFA Soccer 10,X360,Sports,EA Sports,EA Canada,8.9,2.62,0.6,0.01,1.79,0.23,2009-10-20,,2.63,2009.0
ESPN NFL 2K5,PS2,Sports,Sega,Visual Concepts,7.3,2.62,2.15,0.0,0.12,0.36,2004-07-20,,2.63,2004.0
Madden NFL 18,PS4,Sports,EA Sports,EA Tiburon,8.2,2.62,1.73,0.0,0.42,0.47,2017-08-25,2018-04-03,2.62,2017.0
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,SCEE Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,2009-11-17,2018-12-03,2.6100000000000003,2009.0
Harry Potter and the Chamber of Secrets,PS2,Adventure,Electronic Arts,Eurocom Entertainment Software,7.3,2.61,0.9,0.04,1.22,0.44,2002-11-14,,2.6,2002.0
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,Rockstar North,9.0,2.6,1.08,0.03,1.22,0.27,2009-10-29,,2.6,2009.0
Streets of Rage,GEN,Action,Sega,Sega,7.3,2.6,1.86,0.11,0.55,0.08,1990-12-31,,2.6000000000000005,1990.0
FIFA Soccer 09,PS3,Sports,Electronic Arts,EA Canada,8.6,2.59,0.49,0.04,1.63,0.43,2008-10-14,,2.5900000000000003,2008.0
NBA Live 2005,PS2,Sports,EA Sports,EA Canada,7.3,2.59,2.03,0.0,0.21,0.35,2004-09-28,,2.59,2004.0
Tom Clancy's The Division,XOne,Shooter,Ubisoft,Massive Entertainment,7.3,2.59,1.54,0.0,0.82,0.24,2016-03-08,2018-05-04,2.5999999999999996,2016.0
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,Traveller's Tales,7.3,2.59,1.53,0.0,0.83,0.24,2007-11-06,,2.5999999999999996,2007.0
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,Yuke's,8.0,2.58,1.4,0.03,0.88,0.26,2006-11-14,,2.5700000000000003,2006.0
Skylanders Giants,Wii,Misc,Activision,Toys for Bob,7.3,2.58,1.49,0.0,0.86,0.23,2012-10-21,2018-01-16,2.58,2012.0
Madden NFL 08,PS2,Sports,EA Sports,EA Tiburon,7.3,2.57,2.14,0.0,0.08,0.35,2007-08-14,,2.5700000000000003,2007.0
NBA 2K14,X360,Sports,2K Sports,Visual Concepts,7.3,2.57,2.11,0.0,0.19,0.27,2013-10-11,2018-01-05,2.57,2013.0
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,BioWare Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,2009-11-03,,2.56,2009.0
